sentiment,Tweet
positive,@JetBlue Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice
positive,@JetBlue Longing to look into the blue eyes. #firstlove
positive,@JetBlue thank you 😊 standing in line now!
positive,@SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two.
positive,@SouthwestAir All good... beers and #oscars2015 ar #DIA
positive,@Jetblue first airline to use #applepay in flight #airlines
positive,@USAirways thanks.  If you have another method also that would be nice.  Appears to be a design flaw
positive,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue
positive,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!"
positive,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass
positive,@JetBlue you're still the best
positive,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43
positive,"@USAirways #success made flight , please thank the crew of 556 great time recovery"
positive,@SouthwestAir Thanks for making good on @PoteetTJ 's Cancelled Flightled flight.
positive,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃
positive,@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!
positive,@SouthwestAir never lets me down!!!
positive,@southwestair SWEET!!! Glad to hear it. I'll keep you guys in mind next time!
positive,@JetBlue you guys rock!
positive,"@AmericanAir thanks.  I actually made it, my connection flight was delayed.  Guess all delays are not a bad thing. http://t.co/XGgCNTco8m"
positive,@SouthwestAir @ PIT- Gate A1! Big shout out to the lady trying to track him down!
positive,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.
positive,@united thank you!
positive,@JetBlue Great thank you!
positive,@AmericanAir got another flight. Thanks you
positive,@AmericanAir thank you we got on a different flight to Chicago.
positive,@USAirways i hope i get the opportunity to join the team with this job opening!
positive,@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D
positive,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-)
positive,@SouthwestAir de-icing is important!
positive,@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP
positive,@USAirways thank you
positive,@united thank you. I will address it with them
positive,@AmericanAir Thank You! CC: @packermama1
positive,@united Thanks. It is on the same ticket.
positive,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response"
positive,"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!"
positive,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.
positive,@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!
positive,@SouthwestAir the new logo is going to look amazing on the airplanes
positive,@JetBlue thanks!
positive,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l
positive,"@SouthwestAir Again, please accept my apologies for my lame, childish tweet. You didn't deserve that, &amp; I remain a LOYAL SW customer!"
positive,@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!
positive,@united Thank you Margo at Houston's Bush Intercontinental for getting me home earlier.
positive,@JetBlue oh definitely. I kind of only fly JetBlue.
positive,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost."
positive,@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀
positive,@SouthwestAir beyond ready
positive,"@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!"
positive,"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip"
positive,.@united Thanks. Hopefully this is easily resolved.
positive,@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈
positive,@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW
positive,"@AmericanAir Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!"
positive,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!
positive,@united for the record- Rozana at Newark was lovely and helpful. #choosekind
positive,@USAirways Thank you. And thanks for being so accommodating.
positive,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat
positive,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!
positive,@JetBlue Yes That's true but they are a bit pricey I will look into it further. Love you guys.
positive,@JetBlue app just reminded me I will be flying to #FLL in 2 weeks. #ChillyCVZ #ThankGoodness @mypompanobeach #family #friends #sunshine
positive,@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU
positive,@AmericanAir thank you for the update!
positive,"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries."
positive,@JetBlue currently dancing in the terminal. love Stevie!
positive,“@JetBlue: Our fleet's on fleek. http://t.co/kVXs1lCqLp” @alynewton new fav airline
positive,@SouthwestAir now flying non stop CMH-OAK has me daydreaming about a trip to the bay...especially in this weather. #OhioProbz
positive,@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!
positive,"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx"
positive,@JetBlue Finally taking off! LAS-FLL-SJU #letsgo
positive,@united despite my bag not making it to Newark good informative email tracking updates help!
positive,@SouthwestAir That would be great. Thank you! I'll send it over when you follow.
positive,@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.
positive,"@AmericanAir I love the Admiral Clubs! Thanks, hey can you follow me?"
positive,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!"
positive,"@USAirways Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas"
positive,"@united cool, thanks."
positive,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat."
positive,@united you guys are awesome! Thanks!
positive,@united thnx
positive,@SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂
positive,@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH
positive,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”"
positive,@SouthwestAir thank you kindly.
positive,@JetBlue thank you!
positive,"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today."
positive,"@SouthwestAir flight 3970, bna-rdu had the most excellent crew today"
positive,@united kept me watching the safety video for the first time in forever. Nice job 👍.
positive,@SouthwestAir really easy for locals to get down to the strip. book.
positive,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!"
positive,"@united Yes, they did. Must have fixed the broken ramp. Thanks!"
positive,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest
positive,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D
positive,@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍
positive,"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough"
positive,@AmericanAir 🙏 in my hotel now. Thank you!
positive,@JetBlue Success! Good work JetBlue team
positive,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊
positive,@united looks like I'm settled in to where I'm going.  Thx.
positive,@united nawww. United is my fave airline.
positive,@AmericanAir thank you for the confirmation.
positive,@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.
positive,"@SouthwestAir CEO Gary Kelly, ""We are America's most loved and most flown airline!"" #SouthwestRally #BWI #bestemployees #swaculture #swapic"
positive,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!"
positive,@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq
positive,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊
positive,@SouthwestAir @love_dragonss LAUREN OMG BEST AIRLINE EVER
positive,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM
positive,@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.
positive,"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ"
positive,@AmericanAir 1) I was on 1610 today to YYZ. I had a bit of a bag issue that was cleared up beautifully. Thank you to all of the check in
